,reviews.text,Aspects
445,This is my 2nd Fire tablet. I will alwyas need one. Just wish they lasted longer than 4 years.,"['tablet', 'year']"
446,fire tablet is very powerful for the size and does everything!,"['fire', 'tablet', 'size']"
447,"While there are some apps that are missing due to not using the Google Play Store the list is minimal. The tablet itself is quick, responsive, and noticeable nicer than the 7"" fire. Picked this up when it was on sale for black friday sales. It's great for in front of the TV and catching up on email and light web browsing.","['sale', 'use', 'list']"
448,Price was fabulous for an entry level tablet. Right on,"['price', 'entry', 'level']"
449,Was impressed how quick and responsive touch and overall speed.Including Alex app.fit in top coat pocket,"['impress', 'touch', 'speed']"
450,"I have been buying Kindles since they first came out. When ever I want to upgrade Kindle is my chosen brand. I am not very tech savvy and I enjoy watching movies, listening to music and primarily reading. I like the ability to purchase narration for my favorite titles and using text-to-speech for the rest.","['brand', 'tech', 'watch']"
451,Have not used these yet as they are Christmas gifts,"['use', 'gift']"
452,Wife loves this thing. She reads nonstop on it. She can't put it down,"['Wife', 'love', 'thing']"
453,Nice for the price had to put Google play store on myself but still a nice tablet,"['price', 'store']"
454,"This is a really good tablet for adults but especially great for kids as you can load movies or add apps that they can use. The cost is so low you just can't beat it. Plus, the main feature for me was the Amazon Kindle name on the product which puts it way ahead of the no name tablets on the market. Great product and gift.","['tablet', 'name', 'product']"
455,I purchased two of these on Black Friday. What a great purchase. These are very inexpensive and have the ability to do so many things for the kids. I later bought tough cases to keep any damage minimal.,"['purchase', 'ability', 'thing']"
456,I love my kindle. I bought the larger screen after owning 2 previous 7 inch screens.,"['screen', 'kindle', 'inch']"
457,this tablet has the best battery ive ever seen. The picture is great too.,"['battery', 'picture']"
458,LIke that there are lots of apps to choose from. Very user friendly,"['lot', 'app', 'user']"
459,"I wanted a new tablet and saw the 7"" on sale at Christmas, my husband was offered the 8"" for just $10 more, so good value ! Thin and light weight. Easy to start up. I would have liked to have a booklet on featuers and use, etc. Nothing in print came with it other than one paper . Tutorials on set up and where the buttons and slots were. I have enjoyed the quick loading to start, just wish I had a physical booklet on how to's, not just online tutorials.","['tablet', 'sale', 'husband']"
460,More features In several ways than iPad. This android tablet is really powerful,"['feature', 'way', 'tablet']"
461,"I bought this for my wife because she plays a lot of games along with my grandson, this is perfect to download all the games they want without taking up space on her iPad.","['game', 'wife', 'lot']"
462,Great to take with me when I need alone time to just surf and read.,"['take', 'time', 'surf']"
463,Love the tablet! Easy to use and easy to take with,['use']
464,Awesome tablet! Love using it to read and surf the web.,"['tablet', 'love', 'use']"
465,"It matters what preference you prefer with tablets. I mean if you use windows or google more this might not be for you. For me, I use Amazon music, video, books, and shopping so this tablet is awesome. It's made especially for Amazon ecosystem users. Its light and has a nice feel. I live the blue shade option it has for less blue light when reading.","['tablet', 'preference', 'music']"
466,Enjoy having the kindle. My son uses all the time for reading. It has helped him improve in his reading skills. We are glad we bought it. Thank you.,"['kindle', 'son', 'time']"
467,"This was one of the best birthday presents, I ever purchased for my husband. He said he doesn't use the computer, but he was on my smartphone daily viewing FB. I got him a drone for Christmas and he needed something to view, while it is flying. I researched the Kindle Fire and thought he could practice with it until spring. He farms, so isn't busy in the winter. Thank goodness, because he is busy with his Kindle for hours every day. He thinks it is great and I do too, because now I have my phone back.","['view', 'birthday', 'husband']"
468,"I really enjoy reading. So much so I was running out of shelf space. I have read a few books with my I-pad mini but it really didn't do the trick. No so with my new Amazon Fire Hd-8. Handy sized, not the least bit heavy and super bright. Add in the face that digital material from magazines to novels are often as not far cheaper that ""hard copies"".","['shelf', 'space', 'book']"
469,Amazing video quality easy to maneuver wonderful screen size easy set up,"['video', 'quality', 'maneuver']"
470,Great tablet other than the photo image quality is fuzzy and not the best.,"['tablet', 'photo', 'image']"
471,The Fire HD8 strikes an excellent balance between performance and price. It has many of the features you'd want in a tablet for a fraction of the cost. Works flawlessly for reading and video streaming.,"['strike', 'balance', 'performance']"
472,"This is my second Kindle and I love it. It's lightweight, simple, and fast. It's convenient for trips and fits in my bag without weighing it down.","['trip', 'bag', 'weigh']"
473,Bought this as a gift. My mother likes it. It's easy and simple to use.,"['gift', 'mother', 'use']"
474,I am loving my fire tablet and I am using it everyday at home and at work on break,"['fire', 'tablet', 'home']"
475,I will be ordering Amazon fire for my two granddaughters because they love Nana's so much,"['granddaughter', 'love']"
